overview,media,source
"The complaint is about a reply to a Tweet, said to be hate speech. The reply contains a video where a truck driver who is a foreign national, some comments incite violence. ","Tweet Freeman Bhengu @zibuseman . 1d South African truck drivers sending them packing. ild 17,3K t7 Freeman Bhengu Retweeted Keno Johnson @KenoJohnson7 Replying to @zibuseman They should have burn that truck including that roach driver",Twitter/X
The complaint is about a Twitter user  that appears to be an instance of bird fishing for followers by offering a prize in return for liking and retweeting.,Top Latest People Photos Videos APPAREL is giving 2 followers an opportunity to win PSAF MERCHANDISE. TSHIRT. Giveaway APPAREL Competition >per to South African ditizens only final address compression will be entered into Prices REN and sur MP le changed am each opportunity to win PSAF MERCHANDISE Winners will be announced Sunday 30 October 22.,Twitter/X
"The complaint is about a Twitter post with a fake SABC statement, said to be dis/misinformation.","AttorneyAtLaw @ZacMoselane SABC Dear @SABCPortal you can come switch it off. 151 Retweets 76 Quotes streams. 10 Bookmarks ATE REVENUE On the SABC website. At car dealerships when you buy a new or used vehicle. to streaming Tweet your reply Reply enforcement agencies have been empowered to enforce the above amendment when they conduct revenue their law enforcement duties. Attorney... @ZacMo.. . 16m or in any other situation when requested to do so can result in a fine of up to R750 or up to 90 days in Just so we are clear, this seems jail. fake. It's fun to think about it though ENDS and it wouldn't be surprising to be real. and local law 1,662 Seapolelomv@sabc.co.za I T. 011 714 3057 I C. 073 688 1590 Gao @Gao_Phala . 1h ficial roadblock rup to 90 days in It's fake ENDS tv 2,798 tv",Twitter/X
"The complaint is about a Tweet that is said to be hate speech on the basis of nationality.
",Lerato Pillay @nyebe_official Give a ONE STAR RATING to every ZIMBABWEAN UBER/ BOLT Driver. UNEMPLOYED. #PutSouthAficansFirs #JoburgMayor Al Jamar Mzwanele Manyi Nandi @BrownNandie . 4h Replying to @nyebe_official I love this ill 20 Tanya @Tanya49147412 . 3h Replying to @nyebe_official @soil_African @African1Soil . 1h Replying to @nyebe official,Twitter/X
"The complaint is about a video where Kenny Kunene generalizing about crime by foreign nationals. He claims that stealing Eskom cables, kidnapping and human trafficking are not crimes that are South African crimes. Which is said that there is spreading of disinformation in an irresponsible manner.",many DEL I TILL - IMMIGRANTS. These things are destroying the country #HUAWEIxSuperSport SMIPORIO ARM KINGDAVID,Twitter/X
The complaint is about  a Twitter user said to be tweeting untested speculation about how the 'Phala Phala dollars' entered South Africa.,"tt Shivambu Retweeted Jed @Jed38111039 . 23 Apr This is how Phala Phala dollars were won't make noise MEYERS MOTORS New Currie jumps chancellor MEGA for WSU ship Back Page SALE Local Fearless Empowering you Every 1872 DailyDispatch THURSDAY APRIL20 0,202.3 Final Edition 4830 and VAT UAE president lands in Bhisho",Twitter/X
The complaint is about a user who  is spreading disinformation through asserting that foreign nationals are the main drivers of crime in South Africa. ,"Prof Moya @TheGoodNews0 14h Replying to @MzwaneleManyi and @EFFSouthAfrica Maibabo, welcome ... hopefully you can steer EFF in the right direction in terms of their support of illegal immigrants who are number one crime perpetrators in SA. That's the only bridge that will make EFF GIF",Twitter/X
"The complaint is about a user said to be spreading mis/disinformation stating that  Chriselda Lewis, faked Elvis Nyathi's death. And that she is the Dr Nandipha of the media. Chriselda has faced extreme online attacks from xenophobic accounts.","Yazi Uzofa Mgodoyi Yaz U.ofa ?' @FonyokaPondoka Please tell her that she can go and fake another Elvis Nyathi's death, she is just who fakes people's death, Mnxm sies 75% Chriselda Zozi Lewis (Babes Wendaba) @Chriseldalewis Not followed by anyone you're following You are blocked from following@Chriseldalewis and",Twitter/X
"The complaint is about a user relying to a poster regarding a planned march, said to be incitement to violence.",LTÉ all Tweet TURN ATDF ASA MASS PROTEST FOR SOUTH AFRICA IS FULL #siyaya epitori SAmassProtest DATE ROOD #PutSouthAfricansFIRST DO OR DIE FOR YOUR COUNTRY NSA WE ARE NO LONGER BE ACCEPTING RUSTEABUNG ILLEGAL FOREIGNERS WAKE UP MZA KZI THE PATROTS ADENTI DUP TIME MARATHON TIME2PPLEMENTATION INSIKA YESIZWE CALL NOW 081 212 5875 L2102 go Freeman Bhengu Retweeted Sekwati mafoho @abelmafhoho Replying to @zibuseman Go to Helen Foundation offices and this @SECTION27news and burn it.. Tweet your reply,Twitter/X
"The complaint is about a Twitter user who is spreading disinformation saying that, Bud Light and transgender people are grooming and sexualising children as well as destroying women's rights","Marjorie Taylor Greene @mtgreenee . Apr 12 This is the result of Diversity, Equity, and Inclusion. More rights as everyone else and decided to join the movement that is This is the song. Show more Trumps Nephew @ForgiatoBlow47 Apr 12 Show this thread",Twitter/X
The complaint is about a Twitter user harassing NGOs because the account operator has xenophobic views.,Tweet Stratta Saka @istradi_2022 Is it time to kick out international NGOs Please support your answer in the comments. Yes 93% No 7%,Twitter/X
"The complaint is about a Twitter user, who is said to be inciting violence and promoting the illegal possession of firearms.","Tweet Freeman Bhengu @zibuseman Dear South Africans this is the right if we leave everything to our useless security cluster. from getting a gun the right way, guns in hostels are sold. marevalaw @marevalaw . 26s Replying to @zibuseman @HomeAffairsSA ild Tweet your reply",Twitter/X
The complaint is about a Tweet that alleges that the SA government lied avbout the Gupta arrest. ,"Black Habits @MOORSSS4 . 13h @GovernmentZA Karyn Maughan @karynmaughan has received information from law enforcement authorities in the United Arab Emirates (UAE) that fugitives of justice, namely, Rajesh and Atul Gupta have been arrested"". @News24 MINISTRY OF JUSTICE AND CORRECTIONAL SERVICES 06 June 2022 Ministry of Justice confirms arrest of the Guptas The Ministry of Justice and Correctional Services confirms that it has received information from lew enforcement authorities in the United Arab Emirates (UAE) that fugitives of justice, namely, Rajesh and Atul Gupta have been arrested Discussions between various law enforcement agencies in the UAE and South Africa on the way forward are ongoing The South African government will continue to co-operate with the UAE",Twitter/X
"The complaint is about a fake account, said to be offering money to get followers and isn't following through on the offers.",news ++ LTÉ all Tweet Dr. Shawn Mkhize @ShawnMkhize Thank you for following me. I will be distributing R5000 to 5 people as soon RETWEET COMMENT ROYAL AM. go Thobani M @ThobaniM. . 29 Dec 22 Replying to @ShawnMkhize Royal AM Tweet your reply,Twitter/X
This complaint is about a Tweet says that Cyril Ramaphosa is an impimpi (informant) who bought himself a house with a view of Robben Island so that he can see the place where his comrades who he sold out were imprisoned. This is said to be  unproven conspiracy that the user is spreading. ,"++ LTÉ all Tweet The Special one @Nhleiks5 The audacity of this mpimpi to buy a house next to Robben Island where ""His comrades"" were locked in cause of him, nxxxx! NEWO spot. Reports have it that he acquired the land in President Cyril Ramaphosa's Fresnaye mansion Panorama of the Atlantic Ocean. Cyril Ramaphosa's Fresnaye mansion. Twitter@@VusiSambo Tweet your reply",Twitter/X
The complaint is about a Tweet that alleges that the SA   administration is a dictatorship.,"Black Habits @MOORSSS4 . 5h Dictatorship by Ramaphosa @elonmusk The Special onez @Nhleiks5 . 5h The DICTATOR has SILENCED the Sphithiphithi Evaluator Account Ramaphosa puts Internet Following censorship law Sphithiphithi Evaluator AfricanSoil Follows you into operation here are always two sides, I'm here to give you jan Vermeulen March 2022 e other side International Joined January 2013 586 Following of followed by anyone you're following weets",Twitter/X
The complaint is about a tweet regarding protests against passbooks and the ANC not joining in the protest said to be disinformation.,"Floya m reeelea Melanin_Mmaps @Melanin M... . 22h ANC refused to join the PAC march against the passbook. International ANC comrades being opportunistic 5 days later decided to do it too but took pictures burning their passbooks in the comfort of their homes. ANC SECRETARY GENER. On this day, 26 March 1960, President Nelson Mandela burnt his passbook in protest against the Sharpeville Massacre and never carried one again, in an act of comp...",Twitter/X
The complaint is about a Tweet claiming that Covid vaccines don't work and that they are very dangerous.,Tweet @Billbobbird . 39m We asked children about being vaccinated and said there was lots of fear as didn't know what was true and what wasn't says @Nomshadol #WeThePeoplesa @thandismith@altadvisory rooikat @rooikat51 Did you tell them there's no need to get vaccinated for covid? If you are still promoting the comirnaty pro-drug gene therapy for this age group you are not following the latest science and you might be held responsible for promoting medical disinformation. LV,Twitter/X
,"The Special one @Nhleiks5 . 18h President Zuma is us, , no racist Hellen Suzman foundation, Sanef, News24 and clever blacks will convince us otherwise, Karyn Maughan and Billy Downer broke the law and must be treated as criminals, finish and klaar! 27 106 ild 7518",Twitter/X
The complaint is about the ongoing abuse on journalists who are supporting  Karyn Maughan.,e e..,Twitter/X
,"- - Kim Heller @kimheller3 . 3d #NationalShutdown inevitable John F Kennedy ""Those who make impossible will make inevitable."" - John F. Kennedy O4 16,5K",Twitter/X
The complaint is about a Tweet that alleges that Cyril Ramaphosa was an Apartheid spy.,SIVUTHU@SivuthuMandixo . 15h Replying to @niehaus_carl It's sickening but not surprising to see the Apartheid spy @CyrilRamaphosa resort to Apartheid style dirty tricks. story? @SakinaKamwendo@EFFSouthAfrica @errolbsk decision to block bus Main companies from honouring EFF shutdown bank booking and support and operators ONE WHO RECEIVED MONEY,Twitter/X
The complaint is about a post that is said to be dis/misinformation.,"Tweet Steve Kirsch @stkirsch 'Jurassic Park' star Sam Neill reveals he has 'ferocious' stage 3 cancer. Ferocious cancers are a known COVID Vax side effect. And most actors have to be vaccinated. Tragic. foxnews.com 'Jurassic Park"" star Sam Neill reveals he has 'ferocious' stage 3 cancer 1210 Retweets 160 Quotes 1.7",Twitter/X
,"news ""Nhlanhla Lux"" Top Latest People Photos Videos 190K collensedibe @collensedi.. 04 Mar By all means necessary or possible we are ready @EFFSouthAfrica 1M Nhlanhla Lux Dlamini has threatened to NEWS TIVE SA ""does not work within the boundaries of the law"" on March 20 #NationalShutdown ""I'm going to be there to arrest him Personally"" Lux",Twitter/X
"The complaint is about a Tweet about the former Public Prosecutor claimed to be part of the CIA, which is said to be misinformation.","The Hidden Hand @F... 07 Mar She's registered with this organization Thufisile Nomkhosi Madonsela OATH OF ALLEGIANCE CENTRAL AGENCY ""I DO SOLEMNLY SWEAR (OR AFFIRM) THAT I WILL SUPPORT AND DEFEND THE CONSTITUTION OF THE UNITED STATES AGAINST ALL ENEMIES, I WILL BEAR TRUE FAITH AND ALLEGIANCE TO THE SAME; AND THAT I WILL OBEY THE ORDERS OF THE PRESIDENT OF THE UNITED STATES AND THE ORDERS OF THE OFFICERS APPOINTED OVER ME, ACCORDING TO REGULATIONS AND THIS ORGANIZATION'S OPERATIONAL PROCEDURES L213",Twitter/X
,Leader of Society have Spoken #NationalShutdown TOTAL ANNIVERSARY EFF TOTH EFF 10TH ANNIVERSARY ANNIVERSARY A EFF ANNIV EFF 10TH EFF 10TH 10TH ANNIVERSARY BURSARY EFF ANNIVERSARY TH EFF 10TH RSARY'S ANNIVERSARY SARY EF [265,Twitter/X
,"Economic Freedom Fighters TEFFTURNS 10 In Pictures JULY 26. 2023 EFF Branches of Gauteng ahead of the #NationalShutdown prison will find us ready; Whether torture is coming, torture will find us ready."" ACCO ANNIVER 10TH RSARY 10TH ANNIV EFF NNIVERSARY NNIVERSAR EFF OTH ANNIVER RSARY FEE CCC ild 16,9K",Twitter/X
The complaint is  about a Tweet said to be incitement to violence   to drive out foreign nationals from Mangaung.,THE THE TRUTH PANTHER @TheT... TRUTH PANTHER D O U The Mangaung Small Business Association in Bloemfontein has upcoming national shutdown on Monday to drive out foreign small businesses and replace them with local ones. ild 187K go,Twitter/X
,Shon @nimrodphoenix . 14m #NationalShutdown U all heard the CIC we will respond fire with fire on the 20 March TOTAL ANNIVERSARY 10TH ANNIVERSARY ARNIVERSARY ANNIY 10TH 10TH 10TH ANNIVERSARY ESARY ANNIVERSARY 10TH ANNIVERSARY RSARY EFF,Twitter/X
"The complaint is about tweet that claims that the 'forced removal' of President Zuma was a coup d'etat, said to be disinformation.",WE Dudu Zuma-Sambudla @DZum... 4h SEE YOU Indeed Very Huge Difference Between The Two And I Agree With You My Sister... Khanyi @khanyizama . 5h The force removal of President Zuma was a coup d'état. Show this thread ild 2404,Twitter/X
The complaint is about a tweet said to be that is said to be incitement to violence.,WE Dudu Zuma-Sambudla - @DZu. EE Until Cyril Resigns ou MamaWinnieJr @Dimpho_.. #NationalShutdown is here to stay Re,Twitter/X
,"WE Dudu Zuma-Sambudla @DZu. SEE YOU We See You!!! Kwaaaaaaaaa EFF NATIONAL SHUTDOWN KOSTER FUNDS KOMANI 47,1K go",Twitter/X
,Tweet WE Dudu Zuma-Sambudla - SEE YOU @DZumaSambudla I Just Hit A Pothole And Lost All Four Tyres... Where Can I Get These From? 20th March #NationalShutdown #RamaphosaMustGo,Twitter/X
The complaint relates to a Tweet that claims President Ramaphosa pays individuals to attend speeches so it appears as though he has support when he discusses corruption.,Black Habits @MOORSSS4 Replying to @Nhleiks5 and @07372145stix Yea it simple pay people to attend to has Support,Twitter/X
The complaint is about a Tweet said to be dis/misinformation about the National Shutdown let by the EFF.,Tweet to be planted amongst Protestors to #EFFPresser #NationalShutdown #RamaphosaMustGo FF IC FREEDOM FIGHTERS,Twitter/X
,Tweet WE Dudu Zuma-Sambudla SEE YOU @DZumaSambudla In King Arthur We Trust. Loading,Twitter/X
The complaint is about a Twitter post said to be spreading misinformation about the Covid vaccine.,Tweet Jay Naidoo @Jay_Naidoo The #Truth hurts but #Silence kills. biznews.com injured? Why SA needs another TRC - BizNews.C... Rob AF. @RobForbesDJ 18h,Twitter/X
,Tweet NazierPaulsen @nazier_paulsen Come 2024 we'll get rid of the trash governing the Western Cape.. if we don't force them to get back on their boats and sail away before then. The @Our DA should be chased away from every Black township tv Jennifer @Jennife51534298 1d So happy to see you assisting the DA in their,Twitter/X
"The complaint is about a Tweet said to be disinformation, alleging that   the current measles injection may be causing serious adverse effects in children.","CHD_Africa Retweeted Shabnam Palesa Mohamed @ShabnamPalesaMo in South Africa. Made with Covid injections? The more I find out, the more outrage I feel. Children who can't stop screaming or can't wake up from sleep childrenshealthdefense.co.za/home-page/alle... @CHD_Africa@CatherineFits Alleged measles injection in South Africa causing serious adverse effects STOP THE SHOTS Children's the SAVAERS Health Defense AFRICAN CHAPTER childrenshealthdefense.co.za Alleged measles injection causing serious adverse effects in children - South ... The mass rollout of alleged measles injections in South Africa is leading to worried complaints about adverse effects, some serious, that children are",Twitter/X
"The complaint is about a Twitter post that claims  Cyril Ramaphosa's faction is looking for dirt on Paul Mashatile to smear him and that within STRATCOM (implying certain news houses), such claim is said to be dis/misinformation.",Modibe Vladimir Modiba @mmodiba10 They are coming for Paul Mashatile. The CR camp are busy digging stuff on Paul with Paul. My sources who work for STRATCOM have told me that they've been given a mandate to attack Paul and get anything damming against him.,Twitter/X
The complaint is about a Tweet that is said to be incitement to violence and threatening to foreign nationals.,Jozzy Brown @Mankurwana3 . 16h Replying to @ScalabriniCT Oksalayo you are not South Africans and you won't be... Nidinga lokhu Nina zinja zamakwerekwere IT,Twitter/X
The complaint concerns a Tweet that is alleged to indicate direct speech from Andre Ruyter and is thought to include false or misleading information.,"all 42% Tweet t7 Jane Dutton Retweeted Engineer Matshela Koko, MBL @koko_matshela ""Evidence shows that the ANC @Eskom_SA procured from COP26 meant for a just transition."" Andre De Ryuter Replying to @koko_matshela and Tweet your reply",Twitter/X
The complaint is about a Tweet that alleges that the leading cause of myocarditis comes from the Covid 19 vaccines.,"Tweet Dr Aseem Malhotra Retweeted Peter A. McCullough, MD, MPH™ @PMcCulloughMD Leading cause of myocarditis is COVID-19 of cardiac arrest without prior heart disease. #courageousdiscourse@DrAseemMalhotra @USFreedomFlyers @AussieFlyers @ACCinTouch THE EPOCH TIMES Vaccination Myocarditis Out Synthetic genetic instruction Coll (mRNA) NEWS ALERT hyperemia sjected nto arm Tissue edema / February 17, 2023 inflammatory infiltration Myocytes necrosis / Arry interstitial space expansion 10% peak risk group yrs Common N5A mutation red, high purity mRNA adenviral DNA Diagnosis exposure ""priming"" COVID-19+shot to myocardium code production of yocardial -ECG changes -1 Blood Troponin, BNP. ST2 Galectin-3 SUDDEN for no exercise medications -Arrythmias peat testing for resolution -Ventricular dysfunction ADULT be sudden death DEATH ion -Biopsy shows Spike-protein+ SYNDR early morning hours Inflammation",Twitter/X
The complaint is about a Tweet that is said to be  spreading disinformation about South Africa's energy crisis.,"Tweet Jack Posobiec @JackPosobiec . 1d wrote Critical Race Theory into their Constitution in the 1990s CAT REAL Human AMERICA'S SOUTH AFRICA ON THE BRINK OF RUIN Events DUE TO EQUITY, INCLUSION, AND DIVERSITY Daily Human Events Daily with Jack Posobiec CYPUSA",Twitter/X
"The complaint is about a Tweet that alleges that Zimbabwean national are taking over the country in a corrupt way, by occupying key posts in South Africa",.Il 63% Tweet Operation Dudula @Operation Dudula The Vice Chancellor of the University of Pretoria is a Zimbabwean. Tawana Kupe is the name All we need now is a Zimbabwean president and South Africa is officially. Sold to them. #leeroy #PaulMashatile #restinpeace state of the nation Tweet your reply III,Twitter/X
The complaint is about a Tweet that is suspected to be dis/misinformation.,"Tweet James Cintolo, RN FN CPT @healthbyjames BREAKING - COVID-19 Vaccine Induced Myocarditis And Pericarditis Strike A Family The story of @eekymom and relatives jamescintolo.substack.com COVID-19 Vaccine Induced Myocarditis And Pericarditis Strike A Family Tweet your reply",Twitter/X
"The complaint is about a Tweet alleging that a group of foreign nationals are undocumented and posing as asylum seekers. Additionally, it concerns the use of the term ""illegal foreigners.""",Thread as asylum seekers are protesting outside the JHB Magistrates Court where kidnapping suspects are applying for bail. tz in South African then demand our law enforcement to Tweet your reply III,Twitter/X
The complaint is about a Tweet said to be hate speech against foreign nationals.,"Tweet Naledi @NalediThari ""South Africa belongs to everyone who Indigenous, white, coloured, and Indian. Not some random filthy terrorist from Zimbabwean or even some far-off unknown Pakistani or Bangladeshi. Get this sh!t right. Gabyj @gabyj1 . 7h Replying to @NalediThari Foreigners twist this statement to suit their nerrative. It definitely meant for South Africans. We cannot lay claim country. And, they won't allow us to. Ako Amose Etave BRITISH EMPIRE PARTY. . 2h Replying to @NalediThari Including the zai zai's Tweet your reply III",Twitter/X
,76% Tweet Dr Aseem Malhotra @DrAseemMalhotra Calls to suspend covid 19 vaccines in South Africa because of safety concerns hits mainstream news 'Let's stop jabbing the people' 'We know the pharmaceutical industry has a long history of criminal behaviour. We are here to protect Share far & wide 12 38 BLACKOUTS STAGE Tweet your reply news III,Twitter/X
The complaint is about a tweet that is painting organizations as crime supporters.,"@Sgoloza007 . Jul 10, 2022 foreigners, what happened in Soweto today is shocking, they should deploy SANDF to do raids all over the country seriously. t7 ill @SAHRCommission will face harsh judgements for the eradication of South Africans in the near future.",Twitter/X
The complaint is about a post said to be spreading dis/misinformation.,Tweet Stella Immanuel MD @stella_immanuel I'm back Fire Power Ministry with Dr.... . 2022/12/29 Covid is completely treatable and preventable. Hydroxychloroquine and ivermectin works early. Get it in your medicine cabinet now. Don't wait till you are sick. We have doctors in all 50 states and pharmacies to ship to you. Visit drstellamd.com for telehealth appt. 20 Foll Strips Tablets of 10 tablets Rx Only tablets Edenbridge How To Obtain Covid-19 Medication,Twitter/X
,news The Truthful SA Jew... Following 232 Tweets Tweets Kanye West blames 'Jewish Zionists' for Kim Kardashian's sex confession The Truthful SA Jewish 17 Oct 22 ... JR Sexual predator Tony Beamish on the loose forensicsforjustice.org/wp-content/ upl... #Beamish #Sexualpredator #Thief #Fraudster III FaceApp and 4 others go tt The Truthful SA Jewish Report Retweet ed Alex Amos@_AlexAmos . 18 Sep 2 +,Twitter/X
The complaint relates to a Twitter post that is alleged to include false information about the voting process.,WhatsApp Tweet @ComradeMDU As some of the evidence start to surface. These things are rigged and money is playing a big role. But we are going to court. We can't this. Evening Cde Mamabolo. I was asked by Mr Ramaphosa to as we said.so we are giving you 15 forward this names to you PRESIDENT tell us the possible day we have to Cyril Ramaphosa bring you the money so that when we DEPUTY PRESIDENT have triumph the conference we'll Paul Mashatile SECRETARY Fikile Mbalula CHAIRPERSON I'll come back to you Gwede Mantashe You He said he will call you later. I'll come back to you Thanks Cde;if u scratch my back I'll Yours Faithfully scratch yours. Palesa Motshoeneng. Sy Mamabolo Palesa Motshoe Thanks Cde;if u scratch my back I'll,Twitter/X
The complaint is about a Twitter post said to be misinformation.,"PANDA Ketweetea Robert F. Kennedy Jr @RobertKennedyJr After analyzing more than 7 years of Massachusetts death certificates, independent investigator John Beaudoin, Sr., uncovered evidence that thousands of deaths in 2021 may vaccines. WELFARE DEPARTMENT OF HEALTH STATISTICS RECORDS CERTIFICATE BUREAU OF VITAL OF DEATH childrenshealthdefense.org Massachusetts Death Certificates Show Excess",Twitter/X
The complaint is about a posted video that is said to be disinformation and seems to be perpetuating xenophobia.,"Zimbabweans foreigners were recorded by Truck Driver after they have crossed South African Boarder illegally, it's alleged that they pay SAPS members R150 and they are allowed by SAPS to enter the country illegally.",Twitter/X
,Azania @azania1023 This is how branches in KZN are speaking so far. Makonyane far ahead. HAR JOS MBU MUS MOS MZA NOK SURNAME AX BHA GG MPA TOL MYA OWA GUM KUE DLA MAD NXU NYA MAHIZE CLAMP ZUMA MASHABLE ZUMA ONS $1 MASHATILE MCHUNU MABUZA,Twitter/X
" The complaint relates to a tweet that claims Judge Zondo is biased and calls the legal system ""colonial."" suspicion of being hate speech.",Shivambu @Gamuroger . 3d Replying to @Mkhize_vela Allegedly the bias judge Raymond Zondo willl rule that 'its Unconstitutional for the ANC NEC to recall' the President 'that's how rotten the Colonial judiciary is. But Racists and clever blacks will disagree. Hope you understand LV,Twitter/X
The complaint is about a post which is said to be dehumanizing.,Field Marshall The Right Honourable Jan Smuts @DgDen to @NguSinga and @SAHRCommission y Ndlozi father is a amakwerekwere... The EFF hakwerekwere lovers & VBS looters,Twitter/X
The complaint is about a tweet alleging that a specific high ranking police officer is an undocumented foreign national. ,"Tweet THE TRUTH PANTHER D a & undocumented foreign national. numbers in the SAPS. The holders of these non-existent ID holders are senior officials in SAPS"" 1 672 2 933 go Replying to @SANDILE_PANTHER That Whistle-blower is mad, Dinero is born and bred in Thabong Welkom, She is from Welkom, This story is coming out for the second time, if this is part of information don't take him/her seriously. LV 3",Twitter/X
"The complaint concerns a retweet in which a user persists on referring to foreigners from Nigeria as ""Jollofs"" and says that if they don't like it, they should leave the country.","THE INSIGHT FACTOR Tweeted Hlathi (SA Patriot) and KingSA SewelaNkoana @sewelankoana . 1d Tell them to leave our country if they still gonna call them jollof and jollofina TT the burb @tanatswanicolee 3d xenophobic derogatory Show this thread go EcoFlow @EcoFlowTech ECOFLOW Keep your home running for days with up matter how long load-shedding lasts, combine with a solar panel and rely on the sun to see you through. Sign up for updates so you'll be th to know when DELTA Max goes on Sale.",Twitter/X
The complaint concerns a Twitter account that appears to be set up to discredit Tony Beamish. No proof has been provided to back up the allegations.,Sexual Predator Beamish & Fraud @ExposedMillar Sexual predator Beamish is really going to wish he was in France when his surprise arrives! CRASIA 21T2A9 FaceApp to,Twitter/X
,Kwena Molekwa @Ruraltarain... . 1d You are not serving the interests of South allow misinformation in the name of contradictions! POWER Prof JJ Tabane @JJTabane . 1d Replying to @MandelaMinutes and @Gohome33372397 U cant contraadict everytjing a guest says. Not trying to show off via a guest. You have a right to be offended,Twitter/X
The complaint concerns a tweet that mentions Lindiwe Sisulu's amplification of her claim that Sam Sole is an agent.,"Azania @azania1023 . 26 Oct Amabhungane. He is ""an Apartheid Agent masquerading as a credible agent"" according to Minister Let's RT and make him famous OCTOBER December amaB inistry agenda of Anabbungand",Twitter/X
"The complaint is about an image of former Public Protector, said to be photoshopped and malicious.",Top Latest People Photos Videos You can reply to this conversation tz Phoofolo @namane_etshehla . 6d We must not forget we're in this mess wrapped in a lovely flag.. enjoying the benefits in stellenbosch.. Karyn Gupta,Twitter/X
The case relates to an allegedly false tweet that blames illegal immigrants for a large number of farm murders.,Gayton McKenzie @Gayton. 01 Nov I met local farmers and told them illegal foreigners are behind many farm murders and violence. I asked them 2 employ locals. The Barnard family accepted my offer and took the first batch of 6 out of 600 local workers we have available. Let,Twitter/X
The complaint relates to a JJ Tabane released video that is thought to be a fake.,"Tweet Sphithiphithi Evaluator @_AfricanSoil In a way, it was good that racists displayed the Counsel fees to expose the double standards and how evil other lawyers are Adv. Mpofu and other African expenses they incur must charge more State Attorney must make all legal POWER TO TRUTH JJ'S RANT e NCA Tweet your reply",Twitter/X
The complaint relates to a Tweet that accused Paul O'Sullivan of being racist after O'Sullivan suddenly interrupted an interview with Sakina Kamwendo due to his role in the Phala Phala investigation.,Tweet Banele @Gentlements white man and they (SANEF) are scared of him. He harrassed and no one said anything. #PhalaPhalaFarmGate RD DAILY UPDATES ZA USE EFF,Twitter/X
The complaint is about a Tweet said to be alleging that Adv Shamila Batoyi's mother's citizenship was handled in an unprocedural manner.,Tweet The Insight Factor INSIGHT FACTOR @insightfactor Can somebody assist provide details of how @NPA_Prosecutes boss Adv Shamila Batohi's mother was granted the RSA citizenship without following due processes. It's alleged that Batohi demanded her mother be granted the before accepting offer at NPA,Twitter/X
The complaint relates to a tweet that reportedly harassed a journalist and seems to be an ongoing problem.,Carl Niehaus responds to TWEET africanewsglobal.co.za AFRICA NEWS GLOBAL Search Carl Niehaus responds to News24 Karyn Maughan's attorneys,Twitter/X
The complaint is about a Twitter account that is parading as a media account but using derogatory terms and making unsubstantiated claims against a journalist.,"Thabang success EC for @BREAKING NEWS @DknMoha. ""ZIYANDA NGCOBO""",Twitter/X
The complaint is about a Twitter post said to be harrasment against Asanda Ngoasheng.,"PommieP @pommie.. Replying to @Leon_Schreib and @AsandaNgoasheng ABSOLUTELY DISGUSTING. Who allowed this dreadful women into a school to talk to children. Parents need to sue. Can't have these black racists spreading their vile filth. Black and white racists are cut from same cloth, SA needs neither, they will divide rather than heal. go Ethan Moore @MHerbst50087148 . 1d Replying to @AsandaNgoasheng You're just a racist. Plain and simple 27 1 82Tebzman @82tebz . 1d Replying to @Leon_Schreib and @AsandaNgoasheng I support her, she did a very good job. Any black person who is under attack from Caucasians gets my support go",Twitter/X
,"Thread 1) Last week my Twitter account was hacked and tweeted porn. I deleted the tweets and changed my password. But Afriforum Youth now says it will lodge a criminal complaint against me. Not surprising given the criticism levelled against their hate speech case against Mr Malema. 295 Retweets 284 Quote Tweets 2) Obviously, nothing will come of this complaint, but I will continue to criticise to do so. I will, of course, refrain from making spurious allegations against them. Tweet your reply",Twitter/X
,"Thread DEPARTMENT Special Investigating Unit (SIU) SOUTHAFFICE @RSASIU The Special Investigating Unit (SIU) has noted the @IOL October 2022,titled ""SIU 'clears' scandal"". the SIU is enjoined to set the record straight. ESTIGA Special Investigating Unit (... . 19 Oct SIU has not cleared anyone in the Digital SOUTHAFRICA Vibes matter. The matter is currently pending in the High Court. Due to this matter pending in court, the SIU will respect the court process and not",Twitter/X
The complaint is about a Twitter handle containing racial slur.,"Tweet Let's have a Positive discussion; Why are Zimbabweans Opening Churches everywhere, in Diepsloot alone there are over 600 Churches in the open veld, Clearly Some intervention is needed. ORANIAN SA ProudKaffir @SouthAfricanSon Replying to @DrParik_Patel and @jaybo_1 they doing a good job led by motsike from actionSA #Operationbuyamtheto maybe if",Twitter/X
The complaint is about disinformation being spread by an account that is repeatedly spreading Afrophobic sentiments and is also promoting membership of the Patriotic Alliance and its 2024 political campaign which is being run on the basis of scapegoating foreign nationals,Tweet did those ppl become Zimbabweans Hlathi (SA Patriot) @HlathiZak . 16h HII PSAF Terry Pheto said it herself that she doesn't feel safe around South African men. So what makes you think she would go Funds with SA men? Go ask her about identity of those men. Tsamaya o lo botsa yena Hamba uyobuza yena. go MISS Ram's @thandululo . 22h Replying to @HlathiZak @TerryPheto and 3 others There are no zimbabweans there. go,Twitter/X
The complaint is about a Twitter comment said to be inciting violence.,"Tweet She got paid so she must finish the job she promised to do though conditions says NO. Carl Niehaus @niehaus_carl Replying to @Teequeza and @karynmaughan We must keep on kicking this dog harder, SO that her owner who pays her comes out. LV",Twitter/X
The complaint is about a Tweet said to be spreading dis/misinformation regarding an accident that happened on the N3 route.,,Twitter/X
